Tags,Category,Type,Code,Category1,Category2,Category3
Labor / Workers,Unknown,Unknown,Unknown,Pension and profit-sharing plans,Labor Hired (less employment credits),
Labor / Hired Labor,Unknown,Unknown,Unknown,Pension and profit-sharing plans,Labor Hired (less employment credits),
Labor / Employee / Salary Workers,Unknown,Unknown,Unknown,Pension and profit-sharing plans,Labor Hired (less employment credits),
Labor / Employee / Workers,Unknown,Unknown,Unknown,Pension and profit-sharing plans,Labor Hired (less employment credits),
Labor / Employee / Hired Labor,Unknown,Unknown,Unknown,Pension and profit-sharing plans,Labor Hired (less employment credits),
Labor / Salary Workers / Workers,Unknown,Unknown,Unknown,Pension and profit-sharing plans,Labor Hired (less employment credits),
Labor / Salary Workers / Hired Labor,Unknown,Unknown,Unknown,Pension and profit-sharing plans,Labor Hired (less employment credits),
Labor / Workers / Hired Labor,Unknown,Unknown,Unknown,Pension and profit-sharing plans,Labor Hired (less employment credits),
Labor / Employee / Salary Workers / Workers,Unknown,Unknown,Unknown,Pension and profit-sharing plans,Labor Hired (less employment credits),
Labor / Employee / Salary Workers / Hired Labor,Unknown,Unknown,Unknown,Pension and profit-sharing plans,Labor Hired (less employment credits),
Labor / Employee / Workers / Hired Labor,Unknown,Unknown,Unknown,Pension and profit-sharing plans,Labor Hired (less employment credits),
Labor / Salary Workers / Workers / Hired Labor,Unknown,Unknown,Unknown,Pension and profit-sharing plans,Labor Hired (less employment credits),
Labor / Employee / Salary Workers / Workers / Hired Labor,Unknown,Unknown,Unknown,Pension and profit-sharing plans,Labor Hired (less employment credits),
Employee,Unknown,Unknown,Unknown,Pension and profit-sharing plans,Labor Hired (less employment credits),Employee benefit programs
Employee / Salary Workers,Unknown,Unknown,Unknown,Pension and profit-sharing plans,Labor Hired (less employment credits),
Employee / Workers,Unknown,Unknown,Unknown,Pension and profit-sharing plans,Labor Hired (less employment credits),
Employee / Hired Labor,Unknown,Unknown,Unknown,Pension and profit-sharing plans,Labor Hired (less employment credits),
Employee / Salary Workers / Workers,Unknown,Unknown,Unknown,Pension and profit-sharing plans,Labor Hired (less employment credits),
Employee / Salary Workers / Hired Labor,Unknown,Unknown,Unknown,Pension and profit-sharing plans,Labor Hired (less employment credits),
Employee / Workers / Hired Labor,Unknown,Unknown,Unknown,Pension and profit-sharing plans,Labor Hired (less employment credits),
Employee / Salary Workers / Workers / Hired Labor,Unknown,Unknown,Unknown,Pension and profit-sharing plans,Labor Hired (less employment credits),
Salary Workers,Unknown,Unknown,Unknown,Pension and profit-sharing plans,Labor Hired (less employment credits),
Salary Workers / Workers,Unknown,Unknown,Unknown,Pension and profit-sharing plans,Labor Hired (less employment credits),
Salary Workers / Hired Labor,Unknown,Unknown,Unknown,Pension and profit-sharing plans,Labor Hired (less employment credits),
Salary Workers / Workers / Hired Labor,Unknown,Unknown,Unknown,Pension and profit-sharing plans,Labor Hired (less employment credits),
Workers,Unknown,Unknown,Unknown,Pension and profit-sharing plans,Labor Hired (less employment credits),
Workers / Hired Labor,Unknown,Unknown,Unknown,Pension and profit-sharing plans,Labor Hired (less employment credits),
Hired Labor,Unknown,Unknown,Unknown,Pension and profit-sharing plans,Labor Hired (less employment credits),Employee benefit programs
Rental / Rent / Rent Payment / Lease /  Lease Payment,Rent and leases: Land and animals,Expense,line_24_b,,,
Rental,Rent and leases: Land and animals,Expense,line_24_b,,,
Rental / Rent,Rent and leases: Land and animals,Expense,line_24_b,,,
Rental / Rent Payment,Rent and leases: Land and animals,Expense,line_24_b,,,
Rental / Lease,Rent and leases: Land and animals,Expense,line_24_b,,,
Rental / Lease Payment,Rent and leases: Land and animals,Expense,line_24_b,,,
Rental / Rent / Rent Payment,Rent and leases: Land and animals,Expense,line_24_b,,,
Rental / Rent / Lease,Rent and leases: Land and animals,Expense,line_24_b,,,
Rental / Rent / Lease Payment,Rent and leases: Land and animals,Expense,line_24_b,,,
Rental / Rent Payment / Lease,Rent and leases: Land and animals,Expense,line_24_b,,,
Rental / Rent Payment / Lease Payment,Rent and leases: Land and animals,Expense,line_24_b,,,
Rental / Lease /  Lease Payment,Rent and leases: Land and animals,Expense,line_24_b,,,
Rental / Rent / Rent Payment / Lease,Rent and leases: Land and animals,Expense,line_24_b,,,
Rental / Rent / Rent Payment /  Lease Payment,Rent and leases: Land and animals,Expense,line_24_b,,,
Rental / Rent / Lease /  Lease Payment,Rent and leases: Land and animals,Expense,line_24_b,,,
Rental / Rent Payment / Lease /  Lease Payment,Rent and leases: Land and animals,Expense,line_24_b,,,
Rent,Rent and leases: Land and animals,Expense,line_24_b,,,
Rent / Rent Payment,Rent and leases: Land and animals,Expense,line_24_b,,,
Rent / Lease,Rent and leases: Land and animals,Expense,line_24_b,,,
Rent / Lease Payment,Rent and leases: Land and animals,Expense,line_24_b,,,
Rent / Rent Payment / Lease,Rent and leases: Land and animals,Expense,line_24_b,,,
Rent / Rent Payment /  Lease Payment,Rent and leases: Land and animals,Expense,line_24_b,,,
Rent / Lease /  Lease Payment,Rent and leases: Land and animals,Expense,line_24_b,,,
Rent / Rent Payment / Lease /  Lease Payment,Rent and leases: Land and animals,Expense,line_24_b,,,
Rent Payment,Rent and leases: Land and animals,Expense,line_24_b,,,
Rent Payment / Lease,Rent and leases: Land and animals,Expense,line_24_b,,,
Rent Payment /  Lease Payment,Rent and leases: Land and animals,Expense,line_24_b,,,
Rent Payment / Lease /  Lease Payment,Rent and leases: Land and animals,Expense,line_24_b,,,
Lease,Rent and leases: Land and animals,Expense,line_24_b,,,
Lease /  Lease Payment,Rent and leases: Land and animals,Expense,line_24_b,,,
Lease Payment,Rent and leases: Land and animals,Expense,line_24_b,,,
Land / Animals Rent / Lease,Rent and leases: Land and animals,Expense,line_24_b,,,
Land,Rent and leases: Land and animals,Expense,line_24_b,,,
Land / Animals Rent,Rent and leases: Land and animals,Expense,line_24_b,,,
Land / Lease,Rent and leases: Land and animals,Expense,line_24_b,,,
Animals Rent,Rent and leases: Land and animals,Expense,line_24_b,,,
Animals Rent / Lease,Rent and leases: Land and animals,Expense,line_24_b,,,
Land and animals,Rent and leases: Land and animals,Expense,line_24_b,,,
Rent and leases: Land and animals,Rent and leases: Land and animals,Expense,line_24_b,,,
Wheat Seeds / Seeds,Seeds and plants,Expense,line_26,,,
Wheat Seeds,Seeds and plants,Expense,line_26,,,
Seeds,Seeds and plants,Expense,line_26,,,
Plants,Seeds and plants,Expense,line_26,,,
Seeds and plants,Seeds and plants,Expense,line_26,,,
Wheat Seeds / Plants,Seeds and plants,Expense,line_26,,,
Seeds & Plants,Seeds and plants,Expense,line_26,,,
Farm House Loan / Farm Loan,Storage and warehousing,Expense,line_27,,,
Farm House Loan,Storage and warehousing,Expense,line_27,,,
Farm Loan,Storage and warehousing,Expense,line_27,,,
Loan for Farm,Unknown,Unknown,Unknown,Storage and warehousing,Interest on loans and mortgages,
Storage and warehousing,Storage and warehousing,Expense,line_27,,,
Storage,Storage and warehousing,Expense,line_27,,,
Warehousing,Storage and warehousing,Expense,line_27,,,
Tools,Supplies,Expense,line_28,,,
Supplies,Supplies,Expense,line_28,,,
Property taxes / Landowner Taxes / Taxes,Property taxes,Expense,line_29,,,
Property taxes,Property taxes,Expense,line_29,,,
Property taxes / Landowner Taxes,Property taxes,Expense,line_29,,,
Property taxes / Taxes,Property taxes,Expense,line_29,,,
Landowner Taxes / Taxes,Property taxes,Expense,line_29,,,
Landowner Taxes,Property taxes,Expense,line_29,,,
Taxes,Property taxes,Expense,line_29,,,
Vet & Medicine,"Veterinary, breeding, and medicine",Expense,line_31,,,
Vet,"Veterinary, breeding, and medicine",Expense,line_31,,,
Medicine,"Veterinary, breeding, and medicine",Expense,line_31,,,
Veterinary,"Veterinary, breeding, and medicine",Expense,line_31,,,
Breeding,"Veterinary, breeding, and medicine",Expense,line_31,,,
Veterinary Breeding,"Veterinary, breeding, and medicine",Expense,line_31,,,
"Veterinary, breeding, and medicine","Veterinary, breeding, and medicine",Expense,line_31,,,
Electricity / Power,Utilities,Expense,line_30,,,
Electricity,Utilities,Expense,line_30,,,
Power,Utilities,Expense,line_30,,,
Water / Plubming,Utilities,Expense,line_30,,,
Water,Utilities,Expense,line_30,,,
Plubming,Utilities,Expense,line_30,,,
Phone / Cell Phone / Telephone / Cell-Phone / Land-Line / Landline,Utilities,Expense,line_30,,,
Phone,Utilities,Expense,line_30,,,
Phone / Cell Phone,Utilities,Expense,line_30,,,
Phone / Telephone,Utilities,Expense,line_30,,,
Phone / Cell-Phone,Utilities,Expense,line_30,,,
Phone / Land-Line,Utilities,Expense,line_30,,,
Phone / Landline,Utilities,Expense,line_30,,,
Phone / Cell Phone / Telephone,Utilities,Expense,line_30,,,
Phone / Cell Phone / Cell-Phone,Utilities,Expense,line_30,,,
Phone / Cell Phone / Land-Line,Utilities,Expense,line_30,,,
Phone / Cell Phone / Landline,Utilities,Expense,line_30,,,
Phone / Telephone / Cell-Phone,Utilities,Expense,line_30,,,
Phone / Telephone / Land-Line,Utilities,Expense,line_30,,,
Phone / Telephone / Landline,Utilities,Expense,line_30,,,
Phone / Cell-Phone / Land-Line,Utilities,Expense,line_30,,,
Phone / Cell-Phone / Landline,Utilities,Expense,line_30,,,
Phone / Land-Line / Landline,Utilities,Expense,line_30,,,
Phone / Cell Phone / Telephone / Cell-Phone,Utilities,Expense,line_30,,,
Phone / Cell Phone / Telephone / Land-Line,Utilities,Expense,line_30,,,
Phone / Cell Phone / Telephone / Landline,Utilities,Expense,line_30,,,
Phone / Cell Phone / Cell-Phone / Land-Line,Utilities,Expense,line_30,,,
Phone / Cell Phone / Cell-Phone / Landline,Utilities,Expense,line_30,,,
Phone / Cell Phone / Land-Line / Landline,Utilities,Expense,line_30,,,
Phone / Telephone / Cell-Phone / Land-Line,Utilities,Expense,line_30,,,
Phone / Telephone / Cell-Phone / Landline,Utilities,Expense,line_30,,,
Phone / Telephone / Land-Line / Landline,Utilities,Expense,line_30,,,
Phone / Cell-Phone / Land-Line / Landline,Utilities,Expense,line_30,,,
Phone / Cell Phone / Telephone / Cell-Phone / Land-Line,Utilities,Expense,line_30,,,
Phone / Cell Phone / Telephone / Cell-Phone / Landline,Utilities,Expense,line_30,,,
Phone / Cell Phone / Telephone / Land-Line / Landline,Utilities,Expense,line_30,,,
Phone / Cell Phone / Cell-Phone / Land-Line / Landline,Utilities,Expense,line_30,,,
Phone / Telephone / Cell-Phone / Land-Line / Landline,Utilities,Expense,line_30,,,
Cell Phone,Utilities,Expense,line_30,,,
Cell Phone / Telephone,Utilities,Expense,line_30,,,
Cell Phone / Cell-Phone,Utilities,Expense,line_30,,,
Cell Phone / Land-Line,Utilities,Expense,line_30,,,
Cell Phone / Landline,Utilities,Expense,line_30,,,
Cell Phone / Telephone / Cell-Phone,Utilities,Expense,line_30,,,
Cell Phone / Telephone / Land-Line,Utilities,Expense,line_30,,,
Cell Phone / Telephone / Landline,Utilities,Expense,line_30,,,
Cell Phone / Cell-Phone / Land-Line,Utilities,Expense,line_30,,,
Cell Phone / Cell-Phone / Landline,Utilities,Expense,line_30,,,
Cell Phone / Telephone / Cell-Phone / Land-Line,Utilities,Expense,line_30,,,
Cell Phone / Telephone / Cell-Phone / Landline,Utilities,Expense,line_30,,,
Cell Phone / Telephone / Land-Line / Landline,Utilities,Expense,line_30,,,
Cell Phone / Cell-Phone / Land-Line / Landline,Utilities,Expense,line_30,,,
Cell Phone / Telephone / Cell-Phone / Land-Line / Landline,Utilities,Expense,line_30,,,
Telephone,Utilities,Expense,line_30,,,
Telephone / Cell-Phone,Utilities,Expense,line_30,,,
Telephone / Land-Line,Utilities,Expense,line_30,,,
Telephone / Landline,Utilities,Expense,line_30,,,
Telephone / Cell-Phone / Land-Line,Utilities,Expense,line_30,,,
Telephone / Cell-Phone / Landline,Utilities,Expense,line_30,,,
Telephone / Land-Line / Landline,Utilities,Expense,line_30,,,
Telephone / Cell-Phone / Land-Line / Landline,Utilities,Expense,line_30,,,
Cell-Phone,Utilities,Expense,line_30,,,
Cell-Phone / Land-Line,Utilities,Expense,line_30,,,
Cell-Phone / Landline,Utilities,Expense,line_30,,,
Cell-Phone / Land-Line / Landline,Utilities,Expense,line_30,,,
Natural Gas / Gas / Heating / Kerosene / Lamp Oil,Utilities,Expense,line_30,,,
Natural Gas,Utilities,Expense,line_30,,,
Natural Gas / Gas,Utilities,Expense,line_30,,,
Natural Gas / Heating,Utilities,Expense,line_30,,,
Natural Gas / Kerosene,Utilities,Expense,line_30,,,
Natural Gas / Lamp Oil,Utilities,Expense,line_30,,,
Natural Gas / Gas / Heating,Utilities,Expense,line_30,,,
Natural Gas / Gas / Kerosene,Utilities,Expense,line_30,,,
Natural Gas / Gas / Lamp Oil,Utilities,Expense,line_30,,,
Natural Gas / Heating / Kerosene,Utilities,Expense,line_30,,,
Natural Gas / Heating / Lamp Oil,Utilities,Expense,line_30,,,
Natural Gas / Kerosene / Lamp Oil,Utilities,Expense,line_30,,,
Natural Gas / Gas / Heating / Kerosene,Utilities,Expense,line_30,,,
Natural Gas / Gas / Heating / Lamp Oil,Utilities,Expense,line_30,,,
Natural Gas / Gas / Kerosene / Lamp Oil,Utilities,Expense,line_30,,,
Natural Gas / Heating / Kerosene / Lamp Oil,Utilities,Expense,line_30,,,
Gas / Heating,Utilities,Expense,line_30,,,
Gas / Kerosene,Utilities,Expense,line_30,,,
Gas / Lamp Oil,Utilities,Expense,line_30,,,
Gas / Heating / Kerosene,Utilities,Expense,line_30,,,
Gas / Heating / Lamp Oil,Utilities,Expense,line_30,,,
Gas / Kerosene / Lamp Oil,Utilities,Expense,line_30,,,
Gas / Heating / Kerosene / Lamp Oil,Utilities,Expense,line_30,,,
Heating,Utilities,Expense,line_30,,,
Heating / Kerosene,Utilities,Expense,line_30,,,
Heating / Lamp Oil,Utilities,Expense,line_30,,,
Heating / Kerosene / Lamp Oil,Utilities,Expense,line_30,,,
Kerosene,Utilities,Expense,line_30,,,
Kerosene / Lamp Oil,Utilities,Expense,line_30,,,
Lamp Oil,Utilities,Expense,line_30,,,
Wastewater / Sewage,Utilities,Expense,line_30,,,
Wastewater,Utilities,Expense,line_30,,,
Sewage,Utilities,Expense,line_30,,,
Utilities,Utilities,Expense,line_30,,,
Heifer Purchases,Cost of goods sold,Expense,line_1_b,,,
Cost of Goods,Cost of goods sold,Expense,line_1_b,,,
Goods,Cost of goods sold,Expense,line_1_b,,,
Goods Sold,Cost of goods sold,Expense,line_1_b,,,
Cost of goods sold,Cost of goods sold,Expense,line_1_b,,,
Accountant,Unknown,Unknown,Unknown,Other expenses,,
Miscellaneous,Unknown,Unknown,Unknown,Other expenses,,
Attorney / Sewer / Educational Workshops / Well,Unknown,Unknown,Unknown,Other expenses,,
Attorney,Unknown,Unknown,Unknown,Other expenses,,
Attorney / Sewer,Unknown,Unknown,Unknown,Other expenses,,
Attorney / Educational Workshops,Unknown,Unknown,Unknown,Other expenses,,
Attorney / Well,Unknown,Unknown,Unknown,Other expenses,,
Attorney / Sewer / Educational Workshops,Unknown,Unknown,Unknown,Other expenses,,
Attorney / Sewer / Well,Unknown,Unknown,Unknown,Other expenses,,
Attorney / Educational Workshops / Well,Unknown,Unknown,Unknown,Other expenses,,
Sewer,Unknown,Unknown,Unknown,Other expenses,,
Sewer / Educational Workshops,Unknown,Unknown,Unknown,Other expenses,,
Sewer / Well,Unknown,Unknown,Unknown,Other expenses,,
Sewer / Educational Workshops / Well,Unknown,Unknown,Unknown,Other expenses,,
Educational Workshops,Unknown,Unknown,Unknown,Other expenses,,
Educational Workshops / Well,Unknown,Unknown,Unknown,Other expenses,,
Well,Unknown,Unknown,Unknown,Other expenses,,
Other expenses,Unknown,Unknown,Unknown,Other expenses,,
Other expenses: Advertising,Other expenses: Advertising,Expense,line_32_a,,,
Advertising,Other expenses: Advertising,Expense,line_32_a,,,
"Other expenses: Payroll, state, federal taxes & payroll insurance","Other expenses: Payroll, state, federal taxes & payroll insurance",Expense,line_32_b,,,
Payroll,"Other expenses: Payroll, state, federal taxes & payroll insurance",Expense,line_32_b,,,
state,"Other expenses: Payroll, state, federal taxes & payroll insurance",Expense,line_32_b,,,
federal taxes,"Other expenses: Payroll, state, federal taxes & payroll insurance",Expense,line_32_b,,,
payroll insurance,"Other expenses: Payroll, state, federal taxes & payroll insurance",Expense,line_32_b,,,
Payroll Taxes & Insurance,"Other expenses: Payroll, state, federal taxes & payroll insurance",Expense,line_32_b,,,
State & Federal Taxes,"Other expenses: Payroll, state, federal taxes & payroll insurance",Expense,line_32_b,,,
"Other expenses: Refunds, interest, donations, misc.","Other expenses: Refunds, interest, donations, misc.",Expense,line_32_c,,,
"Refunds, Interest, Donations, Misc","Other expenses: Refunds, interest, donations, misc.",Expense,line_32_c,,,
Refunds,"Other expenses: Refunds, interest, donations, misc.",Expense,line_32_c,,,
interest,"Other expenses: Refunds, interest, donations, misc.",Expense,line_32_c,,,
donations,"Other expenses: Refunds, interest, donations, misc.",Expense,line_32_c,,,
misc.,"Other expenses: Refunds, interest, donations, misc.",Expense,line_32_c,,,
Other expenses: Postage,Other expenses: Postage,Expense,line_32_d,,,
Postage,Other expenses: Postage,Expense,line_32_d,,,
"Other expenses: Licenses, permits, fees, dues, etc.","Other expenses: Licenses, permits, fees, dues, etc.",Expense,line_32_e,,,
Licenses,"Other expenses: Licenses, permits, fees, dues, etc.",Expense,line_32_e,,,
permits,"Other expenses: Licenses, permits, fees, dues, etc.",Expense,line_32_e,,,
fees,"Other expenses: Licenses, permits, fees, dues, etc.",Expense,line_32_e,,,
dues,"Other expenses: Licenses, permits, fees, dues, etc.",Expense,line_32_e,,,
"Licenses, Permits, Fees, Dues","Other expenses: Licenses, permits, fees, dues, etc.",Expense,line_32_e,,,
"Other expenses: Tradeshow, assoc meeting, seminars, etc.","Other expenses: Tradeshow, assoc meeting, seminars, etc.",Expense,line_32_f,,,
Tradeshow,"Other expenses: Tradeshow, assoc meeting, seminars, etc.",Expense,line_32_f,,,
assoc meeting,"Other expenses: Tradeshow, assoc meeting, seminars, etc.",Expense,line_32_f,,,
seminars,"Other expenses: Tradeshow, assoc meeting, seminars, etc.",Expense,line_32_f,,,
"Trade Show, Assoc Meeting, Seminars","Other expenses: Tradeshow, assoc meeting, seminars, etc.",Expense,line_32_f,,,
Ag program payments,Agricultural program payments,Income,line_4_a,,,
Agricultural program payments,Agricultural program payments,Income,line_4_a,,,
Commodity Credit Corporation,Commodity Credit Corporation,Income,line_5_a,,,
"Rent and leases: Machinery, equipment and vehicles","Rent and leases: Machinery, equipment and vehicles",Expense,line_24_a,,,
Machinery,"Rent and leases: Machinery, equipment and vehicles",Expense,line_24_a,,,
equipment and vehicles,"Rent and leases: Machinery, equipment and vehicles",Expense,line_24_a,,,
Specified,Specified custom hire (machine work),Income,line_7,,,
Specified custom,Specified custom hire (machine work),Income,line_7,,,
Specified custom hire,Specified custom hire (machine work),Income,line_7,,,
Specified custom hire (machine work),Specified custom hire (machine work),Income,line_7,,,
Specified custom hire (machine work) income,Specified custom hire (machine work),Income,line_7,,,
Other Income,Other Income,Income,line_8,,,
Labor hired (less employment credits),Labor hired (less employment credits),Expense,line_22,,,
Expenses as of,Unknown,Unknown,Unknown,,,
"Prof Services Incl. Fumigation, Hosting",Unknown,Unknown,Unknown,,,
Rent($2100  to others Bal to LeCompte),Unknown,Unknown,Unknown,,,
Shipping,Unknown,Unknown,Unknown,,,
Employee Wages,Unknown,Unknown,Unknown,,,
Owners Salary,Unknown,Unknown,Unknown,,,
Fertilizer & Chemicals,Unknown,Unknown,Unknown,,,
"Bank Fees, Finance Charges, Interest",Unknown,Unknown,Unknown,,,
Actual Total Average Cost/Tree,Unknown,Unknown,Unknown,,,
General Tree Sales,"Sales of livestock, produce, grains and other products",Income,line_1_a,,,
True Fir,"Sales of livestock, produce, grains and other products",Income,line_1_a,,,
Noble Fir,"Sales of livestock, produce, grains and other products",Income,line_1_a,,,
Douglas Fir,"Sales of livestock, produce, grains and other products",Income,line_1_a,,,
Pine,"Sales of livestock, produce, grains and other products",Income,line_1_a,,,
Spruce,"Sales of livestock, produce, grains and other products",Income,line_1_a,,,
Cedar,"Sales of livestock, produce, grains and other products",Income,line_1_a,,,
Hemlock,"Sales of livestock, produce, grains and other products",Income,line_1_a,,,
Sequoia & Larch,"Sales of livestock, produce, grains and other products",Income,line_1_a,,,
Mahonia,"Sales of livestock, produce, grains and other products",Income,line_1_a,,,
"Ash, Alder & Oak","Sales of livestock, produce, grains and other products",Income,line_1_a,,,
Misc Nursery stock,"Sales of livestock, produce, grains and other products",Income,line_1_a,,,
Misc Deciduous,"Sales of livestock, produce, grains and other products",Income,line_1_a,,,
Transplants 2-1 & 3-1,"Sales of livestock, produce, grains and other products",Income,line_1_a,,,
"Transplants 1-1, P-1, P-2, P/F","Sales of livestock, produce, grains and other products",Income,line_1_a,,,
Anderson Band Pots,"Sales of livestock, produce, grains and other products",Income,line_1_a,,,
"#1, #2, #3 Gallons","Sales of livestock, produce, grains and other products",Income,line_1_a,,,
Misc Native Shrubs,"Sales of livestock, produce, grains and other products",Income,line_1_a,,,
Conifer Plugs,"Sales of livestock, produce, grains and other products",Income,line_1_a,,,
Contracted Transplants & Sowing,"Sales of livestock, produce, grains and other products",Income,line_1_a,,,
Seed Sales,"Sales of livestock, produce, grains and other products",Income,line_1_a,,,
Rented to others: Fields & Coolers,"Sales of livestock, produce, grains and other products",Income,line_1_a,,,
"Christmas Trees, Wreaths & Greens","Sales of livestock, produce, grains and other products",Income,line_1_a,,,
Trees Purchased for Resale,"Sales of livestock, produce, grains and other products",Income,line_1_a,,,
"Misc Hardgoods: Zeba, Nets, Bamboo","Sales of livestock, produce, grains and other products",Income,line_1_a,,,
Finance Charges Posted,"Sales of livestock, produce, grains and other products",Income,line_1_a,,,
Discounts Given,"Sales of livestock, produce, grains and other products",Income,line_1_a,,,
Total Revenues,"Sales of livestock, produce, grains and other products",Income,line_1_a,,,
Elec Cooler/Shop,Unknown,Unknown,Unknown,,,
Elec Irrigation,Unknown,Unknown,Unknown,,,
Toilets,Unknown,Unknown,Unknown,,,
Garbage,Unknown,Unknown,Unknown,,,
Office Services,Unknown,Unknown,Unknown,,,
Custom Services,Unknown,Unknown,Unknown,,,
Field Labor Contractor,Unknown,Unknown,Unknown,,,
Consulting/Research Fees,Unknown,Unknown,Unknown,,,
Accounting,Unknown,Unknown,Unknown,,,
Legal,Unknown,Unknown,Unknown,,,
Collections,Unknown,Unknown,Unknown,,,
Fumigation,Unknown,Unknown,Unknown,,,
Equipment Rental,Unknown,Unknown,Unknown,,,
"Cooler, Shop Rent",Unknown,Unknown,Unknown,,,
Field Rent,Unknown,Unknown,Unknown,,,
"Advertising, Misc",Unknown,Unknown,Unknown,,,
"Ads:  Magazine, Newspaper, Online",Unknown,Unknown,Unknown,,,
AD Booth Space,Unknown,Unknown,Unknown,,,
Price List,Unknown,Unknown,Unknown,,,
Employer FICA,Unknown,Unknown,Unknown,,,
Unemployment Insurance Tax,Unknown,Unknown,Unknown,,,
"WBF & SAIF, Employer Share",Unknown,Unknown,Unknown,,,
State Tax,Unknown,Unknown,Unknown,,,
"Insurance:Property,Auto",Unknown,Unknown,Unknown,,,
Keogh & HSA Contributions,Unknown,Unknown,Unknown,,,
Insurance:Employee Life Health,Unknown,Unknown,Unknown,,,
Refunds - Shipped Sales,Unknown,Unknown,Unknown,,,
Uncollectable Accts,Unknown,Unknown,Unknown,,,
Shipping & Delivery Expenses,Unknown,Unknown,Unknown,,,
Misc,Unknown,Unknown,Unknown,,,
Vacation Pay,Unknown,Unknown,Unknown,,,
Personal Time Off,Unknown,Unknown,Unknown,,,
Office,Unknown,Unknown,Unknown,,,
"Employee Supplies, Gifts,Food",Unknown,Unknown,Unknown,,,
Shop Equipment & Small Tools,Unknown,Unknown,Unknown,,,
Bags & Boxes Shipping Supplies,Unknown,Unknown,Unknown,,,
"Tools,Shovels, Rakes",Unknown,Unknown,Unknown,,,
Misc Equipment,Unknown,Unknown,Unknown,,,
Planting Supplies,Unknown,Unknown,Unknown,,,
Pumice,Unknown,Unknown,Unknown,,,
Plug Trays & Pellets,Unknown,Unknown,Unknown,,,
Netting & Bamboo,Unknown,Unknown,Unknown,,,
"Pots,Trays,Cells",Unknown,Unknown,Unknown,,,
Potting Mix,Unknown,Unknown,Unknown,,,
Misc Greenhouse Expenses,Unknown,Unknown,Unknown,,,
Christmas Trees & Wreaths,Unknown,Unknown,Unknown,,,
Irrigation Supplies,Unknown,Unknown,Unknown,,,
"Fuel,Gas",Unknown,Unknown,Unknown,,,
"Fuel,Diesel",Unknown,Unknown,Unknown,,,
"Fuel,Propane",Unknown,Unknown,Unknown,,,
Office Supplies,Unknown,Unknown,Unknown,,,
Computer & Phone System,Unknown,Unknown,Unknown,,,
Seedlings to Resell or Transplant,Unknown,Unknown,Unknown,,,
"Plants: Stock plants, Landscape",Unknown,Unknown,Unknown,,,
Landscape Supplies,Unknown,Unknown,Unknown,,,
Summer Fertilizer,Unknown,Unknown,Unknown,,,
Soil & Tissue Tests,Unknown,Unknown,Unknown,,,
"Licenses,Permits, Fee",Unknown,Unknown,Unknown,,,
"Dues, Memberships",Unknown,Unknown,Unknown,,,
Trade Shows/Deliveries: Food & Travel,Unknown,Unknown,Unknown,,,
Assoc Dinner Meetings,Unknown,Unknown,Unknown,,,
Seminars/Tours/R&D/Education,Unknown,Unknown,Unknown,,,
Customer Entertainment,Unknown,Unknown,Unknown,,,
Depreciation Expense,Unknown,Unknown,Unknown,,,
Equipment Maint & Repair,Unknown,Unknown,Unknown,,,
Building Maint & Repair,Unknown,Unknown,Unknown,,,
Maint/ Repair Supplies,Unknown,Unknown,Unknown,,,
Rental House Maint & Repair,Unknown,Unknown,Unknown,,,
Bank Charges:CR Card Merch Fee,Unknown,Unknown,Unknown,,,
Bank Charges/ Checking Acc,Unknown,Unknown,Unknown,,,
"Finance Charges, Penalty, Loan Fee",Unknown,Unknown,Unknown,,,
Discounts Taken,Unknown,Unknown,Unknown,,,
"Christmas Wreath,Greens Expense",Unknown,Unknown,Unknown,,,